date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
2021-08-01,Puducherry,2-Wheelers,34,3496
2021-08-01,Punjab,2-Wheelers,342,27376
2021-08-01,Rajasthan,2-Wheelers,1451,57021
2021-08-01,Tamil Nadu,2-Wheelers,2745,109440
2021-08-01,Uttar Pradesh,2-Wheelers,531,146734
2021-08-01,Uttarakhand,2-Wheelers,114,11192
2021-08-01,West Bengal,2-Wheelers,80,63613
2021-09-01,Andhra Pradesh,2-Wheelers,766,51764
2021-09-01,Assam,2-Wheelers,38,24438
2021-09-01,Bihar,2-Wheelers,475,48021
2021-09-01,Chandigarh,2-Wheelers,25,1162
2021-09-01,Chhattisgarh,2-Wheelers,244,24790
2021-09-01,Delhi,2-Wheelers,809,17347
2021-09-01,Goa,2-Wheelers,87,3081
2021-09-01,Gujarat,2-Wheelers,959,71820
2021-09-01,Haryana,2-Wheelers,691,32590
2021-09-01,Himachal Pradesh,2-Wheelers,33,4975
2021-09-01,Jammu and Kashmir,2-Wheelers,157,7354
2021-09-01,Jharkhand,2-Wheelers,149,24528
2021-09-01,Karnataka,2-Wheelers,3539,80292
2021-09-01,Kerala,2-Wheelers,789,48245
2021-09-01,Madhya Pradesh,2-Wheelers,590,65166
2021-09-01,Maharashtra,2-Wheelers,2166,92351
2021-09-01,Odisha,2-Wheelers,490,28355
2021-09-01,Puducherry,2-Wheelers,48,3211
2021-09-01,Punjab,2-Wheelers,487,24819
2021-09-01,Rajasthan,2-Wheelers,1625,48502
2021-09-01,Tamil Nadu,2-Wheelers,2880,108477
2021-09-01,Uttar Pradesh,2-Wheelers,730,132962
2021-09-01,Uttarakhand,2-Wheelers,169,9926
2021-09-01,West Bengal,2-Wheelers,84,65430
2021-10-01,Andhra Pradesh,2-Wheelers,993,88110
2021-10-01,Assam,2-Wheelers,28,32155
2021-10-01,Bihar,2-Wheelers,470,50679
2021-10-01,Chandigarh,2-Wheelers,18,1792
2021-10-01,Chhattisgarh,2-Wheelers,301,33464
2021-10-01,Delhi,2-Wheelers,995,26087
2021-10-01,Goa,2-Wheelers,163,3914
2021-10-01,Gujarat,2-Wheelers,1460,84700
2021-10-01,Haryana,2-Wheelers,505,26891
2021-10-01,Himachal Pradesh,2-Wheelers,29,4651
2021-10-01,Jammu and Kashmir,2-Wheelers,199,8601
2021-10-01,Jharkhand,2-Wheelers,253,28877
2021-10-01,Karnataka,2-Wheelers,3709,76401
2021-10-01,Kerala,2-Wheelers,833,42377
2021-10-01,Ladakh,2-Wheelers,6,18
2021-10-01,Madhya Pradesh,2-Wheelers,545,52075
2021-10-01,Maharashtra,2-Wheelers,3554,131332
2021-10-01,Manipur,2-Wheelers,6,2098
2021-10-01,Odisha,2-Wheelers,948,52708
2021-10-01,Puducherry,2-Wheelers,31,2839
2021-10-01,Punjab,2-Wheelers,416,29940
2021-10-01,Rajasthan,2-Wheelers,1602,65626
2021-10-01,Tamil Nadu,2-Wheelers,2530,85674
2021-10-01,Uttar Pradesh,2-Wheelers,1022,129924
2021-10-01,Uttarakhand,2-Wheelers,129,12826
2021-10-01,West Bengal,2-Wheelers,67,53475
2021-11-01,Andhra Pradesh,2-Wheelers,1114,64835
2021-11-01,Assam,2-Wheelers,120,29586
2021-11-01,Bihar,2-Wheelers,604,107209
2021-11-01,Chandigarh,2-Wheelers,79,2083
2021-11-01,Chhattisgarh,2-Wheelers,509,63099
2021-11-01,Delhi,2-Wheelers,1269,37710
2021-11-01,Goa,2-Wheelers,178,4104
2021-11-01,Gujarat,2-Wheelers,1569,110759
2021-11-01,Haryana,2-Wheelers,871,43957
2021-11-01,Himachal Pradesh,2-Wheelers,61,7398
2021-11-01,Jammu and Kashmir,2-Wheelers,64,8083
2021-11-01,Jharkhand,2-Wheelers,370,51355
2021-11-01,Karnataka,2-Wheelers,3430,74444
2021-11-01,Kerala,2-Wheelers,948,43718
2021-11-01,Madhya Pradesh,2-Wheelers,940,99568
2021-11-01,Maharashtra,2-Wheelers,3684,168326
2021-11-01,Manipur,2-Wheelers,3,2490
2021-11-01,Odisha,2-Wheelers,843,41128
2021-11-01,Puducherry,2-Wheelers,47,2889
2021-11-01,Punjab,2-Wheelers,803,46549
2021-11-01,Rajasthan,2-Wheelers,2265,141368
2021-11-01,Tamil Nadu,2-Wheelers,2844,111203
2021-11-01,Uttar Pradesh,2-Wheelers,1347,225370
2021-11-01,Uttarakhand,2-Wheelers,262,20977
2021-11-01,West Bengal,2-Wheelers,309,79819
2021-12-01,Andhra Pradesh,2-Wheelers,985,42446
2021-12-01,Assam,2-Wheelers,93,28392
2021-12-01,Bihar,2-Wheelers,467,63454
2021-12-01,Chandigarh,2-Wheelers,30,1252
2021-12-01,Chhattisgarh,2-Wheelers,500,24772
2021-12-01,DNH and DD,2-Wheelers,4,1100
2021-12-01,Delhi,2-Wheelers,1258,18687
2021-12-01,Goa,2-Wheelers,153,3468
2021-12-01,Gujarat,2-Wheelers,2111,92992
2021-12-01,Haryana,2-Wheelers,670,40694
2021-12-01,Himachal Pradesh,2-Wheelers,73,6044
2021-12-01,Jammu and Kashmir,2-Wheelers,110,4076
2021-12-01,Jharkhand,2-Wheelers,293,26077
2021-12-01,Karnataka,2-Wheelers,4381,83147
2021-12-01,Kerala,2-Wheelers,1107,43996
2021-12-01,Madhya Pradesh,2-Wheelers,901,110877
2021-12-01,Maharashtra,2-Wheelers,4775,134502
2021-12-01,Manipur,2-Wheelers,4,3649
2021-12-01,Odisha,2-Wheelers,939,26693
2021-12-01,Puducherry,2-Wheelers,81,2589
2021-12-01,Punjab,2-Wheelers,450,35287
2021-12-01,Rajasthan,2-Wheelers,2119,61061
2021-12-01,Tamil Nadu,2-Wheelers,3236,83485
2021-12-01,Uttar Pradesh,2-Wheelers,1371,268713
2021-12-01,Uttarakhand,2-Wheelers,229,12632
2021-12-01,West Bengal,2-Wheelers,285,73989
2022-01-01,Andhra Pradesh,2-Wheelers,1671,59712
2022-01-01,Assam,2-Wheelers,92,26097
2022-01-01,Bihar,2-Wheelers,409,51380
2022-01-01,Chandigarh,2-Wheelers,19,1291
2022-01-01,Chhattisgarh,2-Wheelers,595,31989
2022-01-01,DNH and DD,2-Wheelers,6,758
2022-01-01,Delhi,2-Wheelers,1762,24615
2022-01-01,Goa,2-Wheelers,194,3015
2022-01-01,Gujarat,2-Wheelers,2191,58107
2022-01-01,Haryana,2-Wheelers,597,28339
2022-01-01,Himachal Pradesh,2-Wheelers,22,3490
2022-01-01,Jammu and Kashmir,2-Wheelers,76,3561
2022-01-01,Jharkhand,2-Wheelers,240,24613
2022-01-01,Karnataka,2-Wheelers,4386,74134
2022-01-01,Kerala,2-Wheelers,1399,45699
2022-01-01,Ladakh,2-Wheelers,6,20
2022-01-01,Madhya Pradesh,2-Wheelers,862,75043
2022-01-01,Maharashtra,2-Wheelers,5138,136937
2022-01-01,Manipur,2-Wheelers,5,3660
2022-01-01,Odisha,2-Wheelers,1333,45749
2022-01-01,Puducherry,2-Wheelers,94,4044
2022-01-01,Punjab,2-Wheelers,552,28295
2022-01-01,Rajasthan,2-Wheelers,2359,50153
2022-01-01,Tamil Nadu,2-Wheelers,4233,124399
2022-01-01,Tripura,2-Wheelers,5,3043
2022-01-01,Uttar Pradesh,2-Wheelers,1322,168934
2022-01-01,Uttarakhand,2-Wheelers,184,10413
2022-01-01,West Bengal,2-Wheelers,370,61071
2022-02-01,Andhra Pradesh,2-Wheelers,2284,52013
2022-02-01,Assam,2-Wheelers,108,25414
2022-02-01,Bihar,2-Wheelers,495,59758
2022-02-01,Chandigarh,2-Wheelers,22,1184
2022-02-01,Chhattisgarh,2-Wheelers,635,28508
2022-02-01,DNH and DD,2-Wheelers,4,817
2022-02-01,Delhi,2-Wheelers,2384,25413
2022-02-01,Goa,2-Wheelers,267,3248
2022-02-01,Gujarat,2-Wheelers,2613,68658
2022-02-01,Haryana,2-Wheelers,677,25667
2022-02-01,Himachal Pradesh,2-Wheelers,57,4041
2022-02-01,Jammu and Kashmir,2-Wheelers,101,4836
2022-02-01,Jharkhand,2-Wheelers,338,27174
2022-02-01,Karnataka,2-Wheelers,5593,75612
2022-02-01,Kerala,2-Wheelers,1737,41273
2022-02-01,Madhya Pradesh,2-Wheelers,974,69322
2022-02-01,Maharashtra,2-Wheelers,6871,116043
2022-02-01,Manipur,2-Wheelers,3,4773
2022-02-01,Odisha,2-Wheelers,1266,41856
2022-02-01,Puducherry,2-Wheelers,117,3410
2022-02-01,Punjab,2-Wheelers,296,24506
2022-02-01,Rajasthan,2-Wheelers,2563,56168
2022-02-01,Tamil Nadu,2-Wheelers,4506,108851
2022-02-01,Tripura,2-Wheelers,3,2705
2022-02-01,Uttar Pradesh,2-Wheelers,1202,163699
2022-02-01,Uttarakhand,2-Wheelers,223,9283
2022-02-01,West Bengal,2-Wheelers,383,56937
2022-03-01,Andhra Pradesh,2-Wheelers,3169,51588
2022-03-01,Assam,2-Wheelers,179,29698
2022-03-01,Bihar,2-Wheelers,1328,85165
2022-03-01,Chandigarh,2-Wheelers,55,1883
2022-03-01,Chhattisgarh,2-Wheelers,959,31244
2022-03-01,DNH and DD,2-Wheelers,5,757
2022-03-01,Delhi,2-Wheelers,3491,28871
2022-03-01,Goa,2-Wheelers,235,4381
2022-03-01,Gujarat,2-Wheelers,4507,79333
2022-03-01,Haryana,2-Wheelers,1025,30295
2022-03-01,Himachal Pradesh,2-Wheelers,61,3565
2022-03-01,Jammu and Kashmir,2-Wheelers,227,5680
2022-03-01,Jharkhand,2-Wheelers,607,38435
2022-03-01,Karnataka,2-Wheelers,7288,91537
2022-03-01,Kerala,2-Wheelers,2880,50610
2022-03-01,Madhya Pradesh,2-Wheelers,1580,76256
2022-03-01,Maharashtra,2-Wheelers,9687,130070
2022-03-01,Manipur,2-Wheelers,2,3508
2022-03-01,Odisha,2-Wheelers,2363,47801
2022-03-01,Puducherry,2-Wheelers,181,3913
2022-03-01,Punjab,2-Wheelers,716,31497
2022-03-01,Rajasthan,2-Wheelers,3080,60106
2022-03-01,Tamil Nadu,2-Wheelers,7708,124272
2022-03-01,Tripura,2-Wheelers,18,3504
2022-03-01,Uttar Pradesh,2-Wheelers,1986,180927
2022-03-01,Uttarakhand,2-Wheelers,435,11692
2022-03-01,West Bengal,2-Wheelers,626,73783
2022-04-01,Andhra Pradesh,2-Wheelers,2745,56529
2022-04-01,Assam,2-Wheelers,168,26813
2022-04-01,Bihar,2-Wheelers,475,82418
2022-04-01,Chandigarh,2-Wheelers,63,1881
2022-04-01,Chhattisgarh,2-Wheelers,1397,30843
2022-04-01,DNH and DD,2-Wheelers,4,804
2022-04-01,Delhi,2-Wheelers,2832,32226
2022-04-01,Goa,2-Wheelers,377,3817
2022-04-01,Gujarat,2-Wheelers,6695,88648
2022-04-01,Haryana,2-Wheelers,1215,30558
2022-04-01,Himachal Pradesh,2-Wheelers,97,4637
2022-04-01,Jammu and Kashmir,2-Wheelers,125,8306
2022-04-01,Jharkhand,2-Wheelers,450,35590
2022-04-01,Karnataka,2-Wheelers,8814,100400
2022-04-01,Kerala,2-Wheelers,2908,41859
2022-04-01,Madhya Pradesh,2-Wheelers,1337,75144
2022-04-01,Maharashtra,2-Wheelers,7375,135969
2022-04-01,Meghalaya,2-Wheelers,5,1472
2022-04-01,Nagaland,2-Wheelers,2,444
2022-04-01,Odisha,2-Wheelers,2261,44330
2022-04-01,Puducherry,2-Wheelers,82,3044
2022-04-01,Punjab,2-Wheelers,817,29934
2022-04-01,Rajasthan,2-Wheelers,3771,70039
2022-04-01,Tamil Nadu,2-Wheelers,5425,106643
2022-04-01,Tripura,2-Wheelers,20,2797
2022-04-01,Uttar Pradesh,2-Wheelers,2397,225079
2022-04-01,Uttarakhand,2-Wheelers,602,12989
2022-04-01,West Bengal,2-Wheelers,815,68909
2022-05-01,Andhra Pradesh,2-Wheelers,1615,48041
2022-05-01,Assam,2-Wheelers,112,28739
2022-05-01,Bihar,2-Wheelers,458,113034
2022-05-01,Chandigarh,2-Wheelers,44,1797
2022-05-01,Chhattisgarh,2-Wheelers,834,28821
2022-05-01,DNH and DD,2-Wheelers,6,790
2022-05-01,Delhi,2-Wheelers,1760,28897
2022-05-01,Goa,2-Wheelers,453,3338
2022-05-01,Gujarat,2-Wheelers,4408,68621
2022-05-01,Haryana,2-Wheelers,1178,32009
2022-05-01,Himachal Pradesh,2-Wheelers,73,5131
2022-05-01,Jammu and Kashmir,2-Wheelers,124,9505
2022-05-01,Jharkhand,2-Wheelers,431,39317
2022-05-01,Karnataka,2-Wheelers,5947,84301
2022-05-01,Kerala,2-Wheelers,2373,40514
2022-05-01,Madhya Pradesh,2-Wheelers,1310,94602
2022-05-01,Maharashtra,2-Wheelers,8914,123203
2022-05-01,Manipur,2-Wheelers,2,2443
2022-05-01,Odisha,2-Wheelers,1714,38324
2022-05-01,Puducherry,2-Wheelers,65,3122
2022-05-01,Punjab,2-Wheelers,493,30377
2022-05-01,Rajasthan,2-Wheelers,3701,73803
2022-05-01,Tamil Nadu,2-Wheelers,3628,102565
2022-05-01,Tripura,2-Wheelers,14,2768
2022-05-01,Uttar Pradesh,2-Wheelers,1695,273962
2022-05-01,Uttarakhand,2-Wheelers,377,12930
2022-05-01,West Bengal,2-Wheelers,683,68721
2022-06-01,Andhra Pradesh,2-Wheelers,1733,37538
2022-06-01,Assam,2-Wheelers,101,21695
2022-06-01,Bihar,2-Wheelers,716,79768
2022-06-01,Chandigarh,2-Wheelers,63,1808
2022-06-01,Chhattisgarh,2-Wheelers,1038,28027
2022-06-01,Delhi,2-Wheelers,2755,27696
2022-06-01,Goa,2-Wheelers,365,3042
2022-06-01,Gujarat,2-Wheelers,5322,83549
2022-06-01,Haryana,2-Wheelers,966,30435
2022-06-01,Himachal Pradesh,2-Wheelers,104,5610
2022-06-01,Jammu and Kashmir,2-Wheelers,159,8064
2022-06-01,Jharkhand,2-Wheelers,461,32650
2022-06-01,Karnataka,2-Wheelers,6800,91707
2022-06-01,Kerala,2-Wheelers,2568,44015
2022-06-01,Ladakh,2-Wheelers,14,590
2022-06-01,Madhya Pradesh,2-Wheelers,1434,83413
2022-06-01,Maharashtra,2-Wheelers,7880,115725
2022-06-01,Manipur,2-Wheelers,13,3391
2022-06-01,Meghalaya,2-Wheelers,2,1291
2022-06-01,Mizoram,2-Wheelers,2,1750
2022-06-01,Odisha,2-Wheelers,1693,39143
2022-06-01,Puducherry,2-Wheelers,85,3331
2022-06-01,Punjab,2-Wheelers,514,28256
2022-06-01,Rajasthan,2-Wheelers,3427,58281
2022-06-01,Tamil Nadu,2-Wheelers,3749,110740
2022-06-01,Tripura,2-Wheelers,21,2761
2022-06-01,Uttar Pradesh,2-Wheelers,1361,198411
2022-06-01,Uttarakhand,2-Wheelers,374,13121
2022-06-01,West Bengal,2-Wheelers,660,67878
2022-07-01,Andhra Pradesh,2-Wheelers,1921,42632
2022-07-01,Assam,2-Wheelers,120,26803
2022-07-01,Bihar,2-Wheelers,638,62773
2022-07-01,Chandigarh,2-Wheelers,58,2086
2022-07-01,Chhattisgarh,2-Wheelers,1309,26466
2022-07-01,DNH and DD,2-Wheelers,9,735
2022-07-01,Delhi,2-Wheelers,2658,30654
2022-07-01,Goa,2-Wheelers,579,2801
2022-07-01,Gujarat,2-Wheelers,5592,83341
2022-07-01,Haryana,2-Wheelers,710,30657
2022-07-01,Himachal Pradesh,2-Wheelers,92,5377
2022-07-01,Jammu and Kashmir,2-Wheelers,316,8717
2022-07-01,Jharkhand,2-Wheelers,589,32122
2022-07-01,Karnataka,2-Wheelers,5689,77333
2022-07-01,Kerala,2-Wheelers,1964,37691
2022-07-01,Madhya Pradesh,2-Wheelers,1722,81579
2022-07-01,Maharashtra,2-Wheelers,8446,111895
2022-07-01,Manipur,2-Wheelers,21,4103
2022-07-01,Meghalaya,2-Wheelers,3,1363
2022-07-01,Odisha,2-Wheelers,1816,32549
2022-07-01,Puducherry,2-Wheelers,71,3298
2022-07-01,Punjab,2-Wheelers,603,27082
2022-07-01,Rajasthan,2-Wheelers,4574,63752
2022-07-01,Tamil Nadu,2-Wheelers,4180,103800
2022-07-01,Tripura,2-Wheelers,2,2632
2022-07-01,Uttar Pradesh,2-Wheelers,1828,153826
2022-07-01,Uttarakhand,2-Wheelers,404,12603
2022-07-01,West Bengal,2-Wheelers,689,62610
2022-08-01,Andhra Pradesh,2-Wheelers,1898,54365
2022-08-01,Assam,2-Wheelers,202,27466
2022-08-01,Bihar,2-Wheelers,849,64565
2022-08-01,Chandigarh,2-Wheelers,59,1896
2022-08-01,Chhattisgarh,2-Wheelers,1360,23146
2022-08-01,DNH and DD,2-Wheelers,6,742
2022-08-01,Delhi,2-Wheelers,3259,31869
2022-08-01,Goa,2-Wheelers,303,4503
2022-08-01,Gujarat,2-Wheelers,5059,74982
2022-08-01,Haryana,2-Wheelers,915,33336
2022-08-01,Himachal Pradesh,2-Wheelers,59,5281
2022-08-01,Jammu and Kashmir,2-Wheelers,182,9131
2022-08-01,Jharkhand,2-Wheelers,561,25332
2022-08-01,Karnataka,2-Wheelers,7476,88611
2022-08-01,Kerala,2-Wheelers,3069,50954
2022-08-01,Madhya Pradesh,2-Wheelers,1931,98165
2022-08-01,Maharashtra,2-Wheelers,9723,118886
2022-08-01,Manipur,2-Wheelers,8,3647
2022-08-01,Meghalaya,2-Wheelers,2,1734
2022-08-01,Mizoram,2-Wheelers,6,2062
2022-08-01,Odisha,2-Wheelers,2007,30540
2022-08-01,Puducherry,2-Wheelers,91,3810
2022-08-01,Punjab,2-Wheelers,645,32591
2022-08-01,Rajasthan,2-Wheelers,4159,60191
2022-08-01,Tamil Nadu,2-Wheelers,5306,120312
2022-08-01,Tripura,2-Wheelers,14,2643
2022-08-01,Uttar Pradesh,2-Wheelers,1920,131703
2022-08-01,Uttarakhand,2-Wheelers,494,12711
2022-08-01,West Bengal,2-Wheelers,663,62200
2022-09-01,Andhra Pradesh,2-Wheelers,2239,52804
2022-09-01,Assam,2-Wheelers,200,31729
2022-09-01,Bihar,2-Wheelers,951,54364
2022-09-01,Chandigarh,2-Wheelers,70,1929
2022-09-01,Chhattisgarh,2-Wheelers,1190,23465
2022-09-01,DNH and DD,2-Wheelers,8,629
2022-09-01,Delhi,2-Wheelers,2301,25409
2022-09-01,Goa,2-Wheelers,400,4078
2022-09-01,Gujarat,2-Wheelers,5333,77920
2022-09-01,Haryana,2-Wheelers,848,25832
2022-09-01,Himachal Pradesh,2-Wheelers,67,4101
2022-09-01,Jammu and Kashmir,2-Wheelers,220,8320
2022-09-01,Jharkhand,2-Wheelers,498,23758
2022-09-01,Karnataka,2-Wheelers,7616,87981
2022-09-01,Kerala,2-Wheelers,3100,53877
2022-09-01,Madhya Pradesh,2-Wheelers,1898,53245
2022-09-01,Maharashtra,2-Wheelers,10730,122642
2022-09-01,Mizoram,2-Wheelers,4,1568
2022-09-01,Odisha,2-Wheelers,2197,36139
2022-09-01,Puducherry,2-Wheelers,114,3772
2022-09-01,Punjab,2-Wheelers,590,27407
2022-09-01,Rajasthan,2-Wheelers,4677,53951
2022-09-01,Tamil Nadu,2-Wheelers,5112,121791
2022-09-01,Tripura,2-Wheelers,17,3842
2022-09-01,Uttar Pradesh,2-Wheelers,1787,97293
2022-09-01,Uttarakhand,2-Wheelers,386,9325
2022-09-01,West Bengal,2-Wheelers,727,64255
2022-10-01,Andhra Pradesh,2-Wheelers,2568,74374
2022-10-01,Assam,2-Wheelers,194,38033
2022-10-01,Bihar,2-Wheelers,1377,88895
2022-10-01,Chandigarh,2-Wheelers,118,3103
2022-10-01,Chhattisgarh,2-Wheelers,2471,57951
2022-10-01,DNH and DD,2-Wheelers,5,619
2022-10-01,Delhi,2-Wheelers,3699,50702
2022-10-01,Goa,2-Wheelers,704,6241
2022-10-01,Gujarat,2-Wheelers,6635,115540
2022-10-01,Haryana,2-Wheelers,1313,38921
2022-10-01,Himachal Pradesh,2-Wheelers,79,5548
2022-10-01,Jammu and Kashmir,2-Wheelers,258,9184
2022-10-01,Jharkhand,2-Wheelers,949,50073
2022-10-01,Karnataka,2-Wheelers,9706,117015
2022-10-01,Kerala,2-Wheelers,3629,44021
2022-10-01,Madhya Pradesh,2-Wheelers,3616,137210
2022-10-01,Maharashtra,2-Wheelers,15999,189870
2022-10-01,Manipur,2-Wheelers,4,2532
2022-10-01,Meghalaya,2-Wheelers,5,1558
2022-10-01,Mizoram,2-Wheelers,3,1638
2022-10-01,Odisha,2-Wheelers,3695,72161
2022-10-01,Puducherry,2-Wheelers,180,3564
2022-10-01,Punjab,2-Wheelers,707,37265
2022-10-01,Rajasthan,2-Wheelers,9455,133585
2022-10-01,Tamil Nadu,2-Wheelers,5530,111507
2022-10-01,Tripura,2-Wheelers,13,3431
2022-10-01,Uttar Pradesh,2-Wheelers,3003,258110
2022-10-01,Uttarakhand,2-Wheelers,797,19532
2022-10-01,West Bengal,2-Wheelers,538,50676
2022-11-01,Andaman & Nicobar Island,2-Wheelers,6,405
2022-11-01,Andhra Pradesh,2-Wheelers,2742,69695
2022-11-01,Assam,2-Wheelers,176,32542
2022-11-01,Bihar,2-Wheelers,1253,110759
2022-11-01,Chandigarh,2-Wheelers,163,1727
2022-11-01,Chhattisgarh,2-Wheelers,2725,42575
2022-11-01,DNH and DD,2-Wheelers,14,1290
2022-11-01,Delhi,2-Wheelers,3869,41689
2022-11-01,Goa,2-Wheelers,587,5285
2022-11-01,Gujarat,2-Wheelers,8322,165828
2022-11-01,Haryana,2-Wheelers,1369,58469
2022-11-01,Himachal Pradesh,2-Wheelers,134,9181
2022-11-01,Jammu and Kashmir,2-Wheelers,194,4656
2022-11-01,Jharkhand,2-Wheelers,953,40248
2022-11-01,Karnataka,2-Wheelers,9851,109695
2022-11-01,Kerala,2-Wheelers,3698,40561
2022-11-01,Madhya Pradesh,2-Wheelers,3426,130285
2022-11-01,Maharashtra,2-Wheelers,13718,204988
2022-11-01,Manipur,2-Wheelers,2,5529
2022-11-01,Meghalaya,2-Wheelers,3,1438
2022-11-01,Mizoram,2-Wheelers,8,1542
2022-11-01,Odisha,2-Wheelers,2997,38593
2022-11-01,Puducherry,2-Wheelers,153,3002
2022-11-01,Punjab,2-Wheelers,1042,46873
2022-11-01,Rajasthan,2-Wheelers,7306,158463
2022-11-01,Tamil Nadu,2-Wheelers,7258,120109
2022-11-01,Tripura,2-Wheelers,12,3427
2022-11-01,Uttar Pradesh,2-Wheelers,2746,279169
2022-11-01,Uttarakhand,2-Wheelers,839,25037
2022-11-01,West Bengal,2-Wheelers,1209,100516
2022-12-01,Andaman & Nicobar Island,2-Wheelers,10,397
2022-12-01,Andhra Pradesh,2-Wheelers,2718,47327
2022-12-01,Assam,2-Wheelers,250,34737
2022-12-01,Bihar,2-Wheelers,987,60432
2022-12-01,Chandigarh,2-Wheelers,123,1454
2022-12-01,Chhattisgarh,2-Wheelers,1883,26359
2022-12-01,DNH and DD,2-Wheelers,19,1112
2022-12-01,Delhi,2-Wheelers,3826,21773
2022-12-01,Goa,2-Wheelers,528,4983
2022-12-01,Gujarat,2-Wheelers,7906,107138
2022-12-01,Haryana,2-Wheelers,885,37571
2022-12-01,Himachal Pradesh,2-Wheelers,100,6751
2022-12-01,Jammu and Kashmir,2-Wheelers,150,3943
2022-12-01,Jharkhand,2-Wheelers,653,27130
2022-12-01,Karnataka,2-Wheelers,7750,75110
2022-12-01,Kerala,2-Wheelers,4112,40445
2022-12-01,Madhya Pradesh,2-Wheelers,2328,64980
2022-12-01,Maharashtra,2-Wheelers,13076,136534
2022-12-01,Manipur,2-Wheelers,63,4150
2022-12-01,Mizoram,2-Wheelers,11,1792
2022-12-01,Odisha,2-Wheelers,2379,38217
2022-12-01,Puducherry,2-Wheelers,177,2396
2022-12-01,Punjab,2-Wheelers,635,35992
2022-12-01,Rajasthan,2-Wheelers,5060,57108
2022-12-01,Tamil Nadu,2-Wheelers,4991,77848
2022-12-01,Tripura,2-Wheelers,57,3393
2022-12-01,Uttar Pradesh,2-Wheelers,2334,134747
2022-12-01,Uttarakhand,2-Wheelers,581,10627
2022-12-01,West Bengal,2-Wheelers,1047,69018
2023-01-01,Andhra Pradesh,2-Wheelers,2680,49537
2023-01-01,Assam,2-Wheelers,142,41897
2023-01-01,Bihar,2-Wheelers,987,63994
2023-01-01,Chandigarh,2-Wheelers,172,1977
2023-01-01,Chhattisgarh,2-Wheelers,1923,35000
2023-01-01,DNH and DD,2-Wheelers,9,698
2023-01-01,Delhi,2-Wheelers,3285,35973
2023-01-01,Goa,2-Wheelers,662,4457
2023-01-01,Gujarat,2-Wheelers,5873,70897
2023-01-01,Haryana,2-Wheelers,706,29990
2023-01-01,Himachal Pradesh,2-Wheelers,78,4421
2023-01-01,Jammu and Kashmir,2-Wheelers,115,3934
2023-01-01,Jharkhand,2-Wheelers,655,27267
2023-01-01,Karnataka,2-Wheelers,9969,94898
2023-01-01,Kerala,2-Wheelers,4667,43110
2023-01-01,Madhya Pradesh,2-Wheelers,2443,80312
2023-01-01,Maharashtra,2-Wheelers,13802,148279
2023-01-01,Manipur,2-Wheelers,7,3158
2023-01-01,Meghalaya,2-Wheelers,4,1372
2023-01-01,Mizoram,2-Wheelers,10,1599
2023-01-01,Odisha,2-Wheelers,2533,47973
2023-01-01,Puducherry,2-Wheelers,197,4395
2023-01-01,Punjab,2-Wheelers,590,33117
2023-01-01,Rajasthan,2-Wheelers,4624,62966
2023-01-01,Tamil Nadu,2-Wheelers,5505,135769
2023-01-01,Tripura,2-Wheelers,8,2766
2023-01-01,Uttar Pradesh,2-Wheelers,1952,171721
2023-01-01,Uttarakhand,2-Wheelers,447,12862
2023-01-01,West Bengal,2-Wheelers,632,52431
2023-02-01,Andhra Pradesh,2-Wheelers,2907,51810
2023-02-01,Assam,2-Wheelers,190,36795
2023-02-01,Bihar,2-Wheelers,911,77926
2023-02-01,Chandigarh,2-Wheelers,216,955
2023-02-01,Chhattisgarh,2-Wheelers,1874,30804
2023-02-01,DNH and DD,2-Wheelers,16,777
2023-02-01,Delhi,2-Wheelers,2800,29396
2023-02-01,Goa,2-Wheelers,628,3919
2023-02-01,Gujarat,2-Wheelers,6757,85424
2023-02-01,Haryana,2-Wheelers,702,31279
2023-02-01,Himachal Pradesh,2-Wheelers,65,4784
2023-02-01,Jammu and Kashmir,2-Wheelers,147,4868
2023-02-01,Jharkhand,2-Wheelers,652,31633
2023-02-01,Karnataka,2-Wheelers,10266,88323
2023-02-01,Kerala,2-Wheelers,5558,39985
2023-02-01,Madhya Pradesh,2-Wheelers,2358,75150
2023-02-01,Maharashtra,2-Wheelers,12070,129508
2023-02-01,Manipur,2-Wheelers,14,2990
2023-02-01,Meghalaya,2-Wheelers,2,1192
2023-02-01,Mizoram,2-Wheelers,9,1655
2023-02-01,Odisha,2-Wheelers,2552,49375
2023-02-01,Puducherry,2-Wheelers,177,3354
2023-02-01,Punjab,2-Wheelers,609,34555
2023-02-01,Rajasthan,2-Wheelers,4662,62207
2023-02-01,Tamil Nadu,2-Wheelers,6701,118355
2023-02-01,Tripura,2-Wheelers,20,2860
2023-02-01,Uttar Pradesh,2-Wheelers,1968,190812
2023-02-01,Uttarakhand,2-Wheelers,426,11079
2023-02-01,West Bengal,2-Wheelers,814,67188
2023-03-01,Andhra Pradesh,2-Wheelers,3515,54298
2023-03-01,Assam,2-Wheelers,221,41575
2023-03-01,Bihar,2-Wheelers,1302,92334
2023-03-01,Chandigarh,2-Wheelers,362,663
2023-03-01,Chhattisgarh,2-Wheelers,2188,33362
2023-03-01,DNH and DD,2-Wheelers,5,902
2023-03-01,Delhi,2-Wheelers,3782,30396
2023-03-01,Goa,2-Wheelers,837,5064
2023-03-01,Gujarat,2-Wheelers,7790,92417
